country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year ($) ,gdp_per_capita ($)
Belarus,2000,male,25-34 years,508,688963,73.73,Generation X,"12,73,68,56,828",1335
Belarus,2000,male,15-24 years,306,786483,38.91,Generation X,"12,73,68,56,828",1335
Belarus,2000,female,75+ years,67,331579,20.21,G.I. Generation,"12,73,68,56,828",1335
Belarus,2000,female,55-74 years,172,1125001,15.29,Silent,"12,73,68,56,828",1335
Belarus,2000,female,35-54 years,170,1497056,11.36,Boomers,"12,73,68,56,828",1335
Belarus,2000,female,25-34 years,54,693860,7.78,Generation X,"12,73,68,56,828",1335
Belarus,2000,female,15-24 years,36,754801,4.77,Generation X,"12,73,68,56,828",1335
Belarus,2000,male,5-14 years,20,717646,2.79,Millenials,"12,73,68,56,828",1335
Belarus,2000,female,5-14 years,6,683020,0.88,Millenials,"12,73,68,56,828",1335
Belarus,2001,male,55-74 years,658,731902,89.9,Silent,"12,35,48,20,144",1299
Belarus,2001,male,35-54 years,1266,1423218,88.95,Boomers,"12,35,48,20,144",1299
Belarus,2001,male,75+ years,82,116090,70.63,Silent,"12,35,48,20,144",1299
Belarus,2001,male,25-34 years,477,687861,69.35,Generation X,"12,35,48,20,144",1299
Belarus,2001,male,15-24 years,313,801574,39.05,Millenials,"12,35,48,20,144",1299
Belarus,2001,female,75+ years,73,346664,21.06,Silent,"12,35,48,20,144",1299
Belarus,2001,female,55-74 years,162,1094844,14.8,Silent,"12,35,48,20,144",1299
Belarus,2001,female,35-54 years,164,1522267,10.77,Boomers,"12,35,48,20,144",1299
Belarus,2001,female,25-34 years,53,691653,7.66,Generation X,"12,35,48,20,144",1299
Belarus,2001,female,15-24 years,36,768639,4.68,Millenials,"12,35,48,20,144",1299
Belarus,2001,male,5-14 years,17,681448,2.49,Millenials,"12,35,48,20,144",1299
Belarus,2001,female,5-14 years,2,647427,0.31,Millenials,"12,35,48,20,144",1299
Belarus,2002,male,35-54 years,1263,1429098,88.38,Boomers,"14,59,42,49,023",1541
Belarus,2002,male,55-74 years,607,719837,84.32,Silent,"14,59,42,49,023",1541
Belarus,2002,male,25-34 years,515,688769,74.77,Generation X,"14,59,42,49,023",1541
Belarus,2002,male,75+ years,79,122862,64.3,Silent,"14,59,42,49,023",1541
Belarus,2002,male,15-24 years,296,814826,36.33,Millenials,"14,59,42,49,023",1541
Belarus,2002,female,75+ years,69,359673,19.18,Silent,"14,59,42,49,023",1541
Belarus,2002,female,55-74 years,149,1076366,13.84,Silent,"14,59,42,49,023",1541
Belarus,2002,female,35-54 years,191,1533648,12.45,Boomers,"14,59,42,49,023",1541
Belarus,2002,female,25-34 years,65,691146,9.4,Generation X,"14,59,42,49,023",1541
Belarus,2002,female,15-24 years,32,780846,4.1,Millenials,"14,59,42,49,023",1541
Belarus,2002,male,5-14 years,20,642277,3.11,Millenials,"14,59,42,49,023",1541
Belarus,2002,female,5-14 years,5,609886,0.82,Millenials,"14,59,42,49,023",1541
Belarus,2003,male,55-74 years,669,709699,94.27,Silent,"17,82,77,91,321",1892
Belarus,2003,male,35-54 years,1304,1427642,91.34,Boomers,"17,82,77,91,321",1892
Belarus,2003,male,75+ years,107,131935,81.1,Silent,"17,82,77,91,321",1892
Belarus,2003,male,25-34 years,540,691958,78.04,Generation X,"17,82,77,91,321",1892
Belarus,2003,male,15-24 years,285,824213,34.58,Millenials,"17,82,77,91,321",1892
Belarus,2003,female,75+ years,78,374617,20.82,Silent,"17,82,77,91,321",1892
Belarus,2003,female,55-74 years,177,1062435,16.66,Silent,"17,82,77,91,321",1892
Belarus,2003,female,35-54 years,179,1536542,11.65,Boomers,"17,82,77,91,321",1892
Belarus,2003,female,25-34 years,57,692961,8.23,Generation X,"17,82,77,91,321",1892
Belarus,2003,female,15-24 years,46,789030,5.83,Millenials,"17,82,77,91,321",1892
Belarus,2003,male,5-14 years,11,605243,1.82,Millenials,"17,82,77,91,321",1892
Belarus,2003,female,5-14 years,3,574416,0.52,Millenials,"17,82,77,91,321",1892
Belarus,2007,male,75+ years,122,157647,77.39,Silent,"45,27,73,99,814",4898
Belarus,2007,male,55-74 years,506,710519,71.22,Silent,"45,27,73,99,814",4898
Belarus,2007,male,35-54 years,900,1399410,64.31,Boomers,"45,27,73,99,814",4898
Belarus,2007,male,25-34 years,405,723119,56.01,Generation X,"45,27,73,99,814",4898
Belarus,2007,male,15-24 years,261,801445,32.57,Millenials,"45,27,73,99,814",4898
Belarus,2007,female,75+ years,70,424470,16.49,Silent,"45,27,73,99,814",4898
Belarus,2007,female,55-74 years,127,1054993,12.04,Silent,"45,27,73,99,814",4898
Belarus,2007,female,35-54 years,163,1518188,10.74,Boomers,"45,27,73,99,814",4898
Belarus,2007,female,25-34 years,56,711481,7.87,Generation X,"45,27,73,99,814",4898
Belarus,2007,female,15-24 years,37,768164,4.82,Millenials,"45,27,73,99,814",4898
Belarus,2007,male,5-14 years,9,500931,1.8,Generation Z,"45,27,73,99,814",4898
Belarus,2007,female,5-14 years,3,474089,0.63,Generation Z,"45,27,73,99,814",4898
Belarus,2008,male,75+ years,131,159724,82.02,Silent,"60,76,34,83,146",6601
Belarus,2008,male,35-54 years,961,1395695,68.85,Boomers,"60,76,34,83,146",6601
Belarus,2008,male,55-74 years,481,716132,67.17,Silent,"60,76,34,83,146",6601
Belarus,2008,male,25-34 years,375,737364,50.86,Generation X,"60,76,34,83,146",6601
Belarus,2008,male,15-24 years,234,778552,30.06,Millenials,"60,76,34,83,146",6601
Belarus,2008,female,75+ years,63,432516,14.57,Silent,"60,76,34,83,146",6601
Belarus,2008,female,35-54 years,184,1514338,12.15,Boomers,"60,76,34,83,146",6601
Belarus,2008,female,55-74 years,127,1059632,11.99,Silent,"60,76,34,83,146",6601
Belarus,2008,female,25-34 years,66,723117,9.13,Generation X,"60,76,34,83,146",6601
Belarus,2008,female,15-24 years,29,745464,3.89,Millenials,"60,76,34,83,146",6601
Belarus,2008,male,5-14 years,5,484885,1.03,Generation Z,"60,76,34,83,146",6601
Belarus,2008,female,5-14 years,2,458327,0.44,Generation Z,"60,76,34,83,146",6601
Belarus,2009,male,75+ years,145,159050,91.17,Silent,"49,20,95,23,810",5366
Belarus,2009,male,35-54 years,903,1390214,64.95,Boomers,"49,20,95,23,810",5366
Belarus,2009,male,55-74 years,466,726459,64.15,Silent,"49,20,95,23,810",5366
Belarus,2009,male,25-34 years,445,754796,58.96,Generation X,"49,20,95,23,810",5366
Belarus,2009,male,15-24 years,270,749519,36.02,Millenials,"49,20,95,23,810",5366
Belarus,2009,female,75+ years,74,434130,17.05,Silent,"49,20,95,23,810",5366
Belarus,2009,female,55-74 years,144,1073032,13.42,Silent,"49,20,95,23,810",5366
Belarus,2009,female,35-54 years,165,1507662,10.94,Boomers,"49,20,95,23,810",5366
Belarus,2009,female,25-34 years,74,737605,10.03,Generation X,"49,20,95,23,810",5366
Belarus,2009,female,15-24 years,45,716695,6.28,Millenials,"49,20,95,23,810",5366
Belarus,2009,male,5-14 years,9,473483,1.9,Generation Z,"49,20,95,23,810",5366
Belarus,2009,female,5-14 years,3,447324,0.67,Generation Z,"49,20,95,23,810",5366
Belarus,2010,male,75+ years,115,158977,72.34,Silent,"57,22,24,90,769",6371
Belarus,2010,male,35-54 years,869,1353782,64.19,Generation X,"57,22,24,90,769",6371
Belarus,2010,male,55-74 years,458,744533,61.52,Silent,"57,22,24,90,769",6371
Belarus,2010,male,25-34 years,382,723856,52.77,Generation X,"57,22,24,90,769",6371
Belarus,2010,male,15-24 years,240,707657,33.91,Millenials,"57,22,24,90,769",6371
Belarus,2010,female,75+ years,62,432426,14.34,Silent,"57,22,24,90,769",6371
Belarus,2010,female,35-54 years,145,1483086,9.78,Generation X,"57,22,24,90,769",6371
Belarus,2010,female,25-34 years,60,715558,8.39,Generation X,"57,22,24,90,769",6371
Belarus,2010,female,55-74 years,83,1092687,7.6,Silent,"57,22,24,90,769",6371
Belarus,2010,female,15-24 years,39,668827,5.83,Millenials,"57,22,24,90,769",6371
Belarus,2010,male,5-14 years,5,462298,1.08,Generation Z,"57,22,24,90,769",6371
Belarus,2010,female,5-14 years,1,437506,0.23,Generation Z,"57,22,24,90,769",6371
Belarus,2011,male,75+ years,112,161762,69.24,Silent,"61,75,77,88,945",6902
Belarus,2011,male,55-74 years,415,755610,54.92,Boomers,"61,75,77,88,945",6902
Belarus,2011,male,35-54 years,730,1342175,54.39,Generation X,"61,75,77,88,945",6902
Belarus,2011,male,25-34 years,340,736247,46.18,Millenials,"61,75,77,88,945",6902
Belarus,2011,male,15-24 years,185,676797,27.33,Millenials,"61,75,77,88,945",6902
Belarus,2011,female,75+ years,69,441193,15.64,Silent,"61,75,77,88,945",6902
Belarus,2011,female,35-54 years,141,1470135,9.59,Generation X,"61,75,77,88,945",6902
Belarus,2011,female,55-74 years,91,1104192,8.24,Boomers,"61,75,77,88,945",6902
Belarus,2011,female,25-34 years,42,724263,5.8,Millenials,"61,75,77,88,945",6902
Belarus,2011,female,15-24 years,36,639397,5.63,Millenials,"61,75,77,88,945",6902
Belarus,2011,male,5-14 years,10,459834,2.17,Generation Z,"61,75,77,88,945",6902
Belarus,2011,female,5-14 years,1,435715,0.23,Generation Z,"61,75,77,88,945",6902
Belarus,2013,male,75+ years,125,169369,73.8,Silent,"75,52,79,84,234",8477
Belarus,2013,male,55-74 years,376,786132,47.83,Boomers,"75,52,79,84,234",8477
Belarus,2013,male,35-54 years,609,1316641,46.25,Generation X,"75,52,79,84,234",8477
Belarus,2013,male,25-34 years,308,759582,40.55,Millenials,"75,52,79,84,234",8477
Belarus,2013,male,15-24 years,145,609560,23.79,Millenials,"75,52,79,84,234",8477
Belarus,2013,female,75+ years,65,464748,13.99,Silent,"75,52,79,84,234",8477
Belarus,2013,female,35-54 years,111,1438609,7.72,Generation X,"75,52,79,84,234",8477
Belarus,2013,female,55-74 years,87,1130796,7.69,Boomers,"75,52,79,84,234",8477
Belarus,2013,female,25-34 years,45,739769,6.08,Millenials,"75,52,79,84,234",8477
Belarus,2013,female,15-24 years,25,576270,4.34,Millenials,"75,52,79,84,234",8477
Belarus,2013,male,5-14 years,5,471922,1.06,Generation Z,"75,52,79,84,234",8477
Belarus,2013,female,5-14 years,1,446842,0.22,Generation Z,"75,52,79,84,234",8477
Belarus,2014,male,75+ years,125,172445,72.49,Silent,"78,81,38,39,984",8849
Belarus,2014,male,35-54 years,572,1305009,43.83,Generation X,"78,81,38,39,984",8849
Belarus,2014,male,55-74 years,341,807337,42.24,Boomers,"78,81,38,39,984",8849
Belarus,2014,male,25-34 years,297,768569,38.64,Millenials,"78,81,38,39,984",8849
Belarus,2014,male,15-24 years,128,578690,22.12,Millenials,"78,81,38,39,984",8849
Belarus,2014,female,75+ years,53,475110,11.16,Silent,"78,81,38,39,984",8849
Belarus,2014,female,35-54 years,93,1421531,6.54,Generation X,"78,81,38,39,984",8849
Belarus,2014,female,55-74 years,68,1149649,5.91,Boomers,"78,81,38,39,984",8849
Belarus,2014,female,25-34 years,41,745490,5.5,Millenials,"78,81,38,39,984",8849
Belarus,2014,female,15-24 years,15,546952,2.74,Millenials,"78,81,38,39,984",8849
Belarus,2014,female,5-14 years,6,455300,1.32,Generation Z,"78,81,38,39,984",8849
Belarus,2014,male,5-14 years,2,480895,0.42,Generation Z,"78,81,38,39,984",8849
Belgium,2000,male,75+ years,176,261961,67.19,G.I. Generation,"2,37,90,49,19,845",24592
Belgium,2000,male,35-54 years,589,1511704,38.96,Boomers,"2,37,90,49,19,845",24592
Belgium,2000,male,55-74 years,353,952563,37.06,Silent,"2,37,90,49,19,845",24592
Belgium,2000,male,25-34 years,265,731332,36.24,Generation X,"2,37,90,49,19,845",24592
Belgium,2000,male,15-24 years,139,631207,22.02,Generation X,"2,37,90,49,19,845",24592
Belgium,2000,female,35-54 years,253,1481833,17.07,Boomers,"2,37,90,49,19,845",24592
Belgium,2000,female,55-74 years,180,1067181,16.87,Silent,"2,37,90,49,19,845",24592
Belgium,2000,female,75+ years,76,484631,15.68,G.I. Generation,"2,37,90,49,19,845",24592
Belgium,2000,female,25-34 years,69,711759,9.69,Generation X,"2,37,90,49,19,845",24592
Belgium,2000,female,15-24 years,38,612148,6.21,Generation X,"2,37,90,49,19,845",24592
Belgium,2000,male,5-14 years,4,628531,0.64,Millenials,"2,37,90,49,19,845",24592
Belgium,2000,female,5-14 years,1,599175,0.17,Millenials,"2,37,90,49,19,845",24592
Belgium,2001,male,75+ years,171,271676,62.94,Silent,"2,37,84,19,68,680",24494
Belgium,2001,male,35-54 years,686,1524828,44.99,Boomers,"2,37,84,19,68,680",24494
Belgium,2001,male,55-74 years,361,961448,37.55,Silent,"2,37,84,19,68,680",24494
Belgium,2001,male,25-34 years,239,717487,33.31,Generation X,"2,37,84,19,68,680",24494
Belgium,2001,male,15-24 years,118,631774,18.68,Millenials,"2,37,84,19,68,680",24494
Belgium,2001,female,75+ years,86,496214,17.33,Silent,"2,37,84,19,68,680",24494
Belgium,2001,female,35-54 years,248,1495214,16.59,Boomers,"2,37,84,19,68,680",24494
Belgium,2001,female,55-74 years,155,1070496,14.48,Silent,"2,37,84,19,68,680",24494
Belgium,2001,female,25-34 years,55,699613,7.86,Generation X,"2,37,84,19,68,680",24494
Belgium,2001,female,15-24 years,35,612659,5.71,Millenials,"2,37,84,19,68,680",24494
Belgium,2001,male,5-14 years,7,628591,1.11,Millenials,"2,37,84,19,68,680",24494
Belgium,2001,female,5-14 years,4,600055,0.67,Millenials,"2,37,84,19,68,680",24494
Belgium,2002,male,75+ years,173,280663,61.64,Silent,"2,58,86,04,36,665",26526
Belgium,2002,male,35-54 years,636,1532542,41.5,Boomers,"2,58,86,04,36,665",26526
Belgium,2002,male,55-74 years,344,976466,35.23,Silent,"2,58,86,04,36,665",26526
Belgium,2002,male,25-34 years,235,708881,33.15,Generation X,"2,58,86,04,36,665",26526
Belgium,2002,female,55-74 years,186,1080063,17.22,Silent,"2,58,86,04,36,665",26526
Belgium,2002,male,15-24 years,107,633971,16.88,Millenials,"2,58,86,04,36,665",26526
Belgium,2002,female,35-54 years,242,1503026,16.1,Boomers,"2,58,86,04,36,665",26526
Belgium,2002,female,75+ years,66,506614,13.03,Silent,"2,58,86,04,36,665",26526
Belgium,2002,female,25-34 years,58,692308,8.38,Generation X,"2,58,86,04,36,665",26526
Belgium,2002,female,15-24 years,24,614288,3.91,Millenials,"2,58,86,04,36,665",26526
Belgium,2002,female,5-14 years,3,600964,0.5,Millenials,"2,58,86,04,36,665",26526
Belgium,2002,male,5-14 years,2,628784,0.32,Millenials,"2,58,86,04,36,665",26526
Belgium,2003,male,75+ years,179,289022,61.93,Silent,"3,19,00,28,21,670",32538
Belgium,2003,male,35-54 years,684,1538139,44.47,Boomers,"3,19,00,28,21,670",32538
Belgium,2003,male,55-74 years,324,991219,32.69,Silent,"3,19,00,28,21,670",32538
Belgium,2003,male,25-34 years,221,702195,31.47,Generation X,"3,19,00,28,21,670",32538
Belgium,2003,male,15-24 years,121,636426,19.01,Millenials,"3,19,00,28,21,670",32538
Belgium,2003,female,55-74 years,169,1090130,15.5,Silent,"3,19,00,28,21,670",32538
Belgium,2003,female,35-54 years,218,1509017,14.45,Boomers,"3,19,00,28,21,670",32538
Belgium,2003,female,75+ years,60,515520,11.64,Silent,"3,19,00,28,21,670",32538
Belgium,2003,female,25-34 years,64,687593,9.31,Generation X,"3,19,00,28,21,670",32538
Belgium,2003,female,15-24 years,39,616806,6.32,Millenials,"3,19,00,28,21,670",32538
Belgium,2003,male,5-14 years,8,627838,1.27,Millenials,"3,19,00,28,21,670",32538
Belgium,2003,female,5-14 years,4,600217,0.67,Millenials,"3,19,00,28,21,670",32538
Belgium,2004,male,75+ years,157,297919,52.7,Silent,"3,70,88,50,26,074",37661
Belgium,2004,male,35-54 years,618,1542915,40.05,Boomers,"3,70,88,50,26,074",37661
Belgium,2004,male,55-74 years,343,1005599,34.11,Silent,"3,70,88,50,26,074",37661
Belgium,2004,male,25-34 years,205,696334,29.44,Generation X,"3,70,88,50,26,074",37661
Belgium,2004,male,15-24 years,124,638439,19.42,Millenials,"3,70,88,50,26,074",37661
Belgium,2004,female,35-54 years,237,1515362,15.64,Boomers,"3,70,88,50,26,074",37661
Belgium,2004,female,55-74 years,146,1099444,13.28,Silent,"3,70,88,50,26,074",37661
Belgium,2004,female,75+ years,65,525456,12.37,Silent,"3,70,88,50,26,074",37661
Belgium,2004,female,25-34 years,55,683475,8.05,Generation X,"3,70,88,50,26,074",37661
Belgium,2004,female,15-24 years,28,620047,4.52,Millenials,"3,70,88,50,26,074",37661
Belgium,2004,female,5-14 years,6,597900,1,Millenials,"3,70,88,50,26,074",37661
Belgium,2004,male,5-14 years,3,625132,0.48,Millenials,"3,70,88,50,26,074",37661
Belgium,2005,male,75+ years,170,308369,55.13,Silent,"3,87,36,57,50,529",39124
Belgium,2005,male,35-54 years,643,1549954,41.49,Boomers,"3,87,36,57,50,529",39124
Belgium,2005,male,55-74 years,370,1018252,36.34,Silent,"3,87,36,57,50,529",39124
Belgium,2005,male,25-34 years,195,691901,28.18,Generation X,"3,87,36,57,50,529",39124
Belgium,2005,female,55-74 years,173,1106872,15.63,Silent,"3,87,36,57,50,529",39124
Belgium,2005,female,35-54 years,236,1523342,15.49,Boomers,"3,87,36,57,50,529",39124
Belgium,2005,male,15-24 years,98,641284,15.28,Millenials,"3,87,36,57,50,529",39124
Belgium,2005,female,75+ years,69,537786,12.83,Silent,"3,87,36,57,50,529",39124
Belgium,2005,female,25-34 years,48,681309,7.05,Generation X,"3,87,36,57,50,529",39124
Belgium,2005,female,15-24 years,26,624077,4.17,Millenials,"3,87,36,57,50,529",39124
Belgium,2005,male,5-14 years,1,622381,0.16,Millenials,"3,87,36,57,50,529",39124
Belgium,2005,female,5-14 years,0,595487,0,Millenials,"3,87,36,57,50,529",39124
Belgium,2006,male,75+ years,142,319905,44.39,Silent,"4,09,81,31,97,842",41135
Belgium,2006,male,35-54 years,616,1559144,39.51,Boomers,"4,09,81,31,97,842",41135
Belgium,2006,male,55-74 years,333,1029722,32.34,Silent,"4,09,81,31,97,842",41135
Belgium,2006,male,25-34 years,217,689593,31.47,Generation X,"4,09,81,31,97,842",41135
Belgium,2006,female,55-74 years,167,1113517,15,Silent,"4,09,81,31,97,842",41135
Belgium,2006,female,35-54 years,229,1532206,14.95,Boomers,"4,09,81,31,97,842",41135
Belgium,2006,male,15-24 years,86,645841,13.32,Millenials,"4,09,81,31,97,842",41135
Belgium,2006,female,75+ years,64,550950,11.62,Silent,"4,09,81,31,97,842",41135
Belgium,2006,female,25-34 years,50,680859,7.34,Generation X,"4,09,81,31,97,842",41135
Belgium,2006,female,15-24 years,27,629311,4.29,Millenials,"4,09,81,31,97,842",41135
Belgium,2006,female,5-14 years,3,592596,0.51,Millenials,"4,09,81,31,97,842",41135
Belgium,2006,male,5-14 years,1,619058,0.16,Millenials,"4,09,81,31,97,842",41135
Belgium,2007,male,75+ years,163,331504,49.17,Silent,"4,71,82,11,05,940",47040
Belgium,2007,male,35-54 years,578,1567727,36.87,Boomers,"4,71,82,11,05,940",47040
Belgium,2007,male,55-74 years,308,1043262,29.52,Silent,"4,71,82,11,05,940",47040
Belgium,2007,male,25-34 years,174,689694,25.23,Generation X,"4,71,82,11,05,940",47040
Belgium,2007,female,35-54 years,232,1540147,15.06,Boomers,"4,71,82,11,05,940",47040
Belgium,2007,female,55-74 years,166,1122161,14.79,Silent,"4,71,82,11,05,940",47040
Belgium,2007,male,15-24 years,91,651293,13.97,Millenials,"4,71,82,11,05,940",47040
Belgium,2007,female,75+ years,76,563862,13.48,Silent,"4,71,82,11,05,940",47040
Belgium,2007,female,25-34 years,40,681575,5.87,Generation X,"4,71,82,11,05,940",47040
Belgium,2007,female,15-24 years,22,635389,3.46,Millenials,"4,71,82,11,05,940",47040
Belgium,2007,male,5-14 years,6,614877,0.98,Generation Z,"4,71,82,11,05,940",47040
Belgium,2007,female,5-14 years,1,588775,0.17,Generation Z,"4,71,82,11,05,940",47040
Belgium,2008,male,75+ years,174,341406,50.97,Silent,"5,18,62,58,97,173",51345
Belgium,2008,male,35-54 years,648,1573470,41.18,Boomers,"5,18,62,58,97,173",51345
Belgium,2008,male,55-74 years,340,1058969,32.11,Silent,"5,18,62,58,97,173",51345
Belgium,2008,male,25-34 years,177,691616,25.59,Generation X,"5,18,62,58,97,173",51345
Belgium,2008,male,15-24 years,110,657101,16.74,Millenials,"5,18,62,58,97,173",51345
Belgium,2008,female,35-54 years,225,1545151,14.56,Boomers,"5,18,62,58,97,173",51345
Belgium,2008,female,55-74 years,165,1133712,14.55,Silent,"5,18,62,58,97,173",51345
Belgium,2008,female,75+ years,69,574334,12.01,Silent,"5,18,62,58,97,173",51345
Belgium,2008,female,25-34 years,46,684849,6.72,Generation X,"5,18,62,58,97,173",51345
Belgium,2008,female,15-24 years,37,641708,5.77,Millenials,"5,18,62,58,97,173",51345
Belgium,2008,female,5-14 years,5,586242,0.85,Generation Z,"5,18,62,58,97,173",51345
Belgium,2008,male,5-14 years,3,612292,0.49,Generation Z,"5,18,62,58,97,173",51345
Belgium,2009,male,75+ years,173,349801,49.46,Silent,"4,84,55,27,92,442",47630
